Geneid	rab.all	rab.win.CRC	rab.win.Healthy	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	n_samples_with_counts	pct_total_reads	Chr	gene	product	organism	contrast
I6J55_RS16825	0.240267481980772	0.165718348251869	0.296470393611792	0.0815750643311066	4.42608022257847	0.0130782886602122	0.489583333472728	0.676477829633686	0.99256913750682	0.737090185834065	0.992523379708506	18	0.00349247113494805	NZ_CP069563.1		hypothetical protein	B. fragilis	CRC vs Healthy
I6J55_RS10365	0.822756009736321	0.832374464545431	0.801979993839135	0.0828431636957392	4.09772914082735	0.0159084743361694	0.491185897553832	0.771004663255662	0.99258606171054	0.783457996012816	0.99486132501334	28	0.00574185932355866	NZ_CP069563.1	rsfS	ribosome silencing factor	B. fragilis	CRC vs Healthy
I6J55_RS16465	1.71789154431106	1.68063906075442	1.7687542801829	0.274076369320069	4.09833905725402	0.056767534720262	0.467948718379208	0.692655965835469	0.992587200788269	0.645671401094073	0.993886274244569	37	0.0102998301267959	NZ_CP069563.1		bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase type II	B. fragilis	CRC vs Healthy
C7Y58_RS00525	-0.0440538636444048	0.0616387721167486	-0.128116683033167	-0.0860094402607823	4.30523281500932	-0.0166963786322634	0.490785256533555	0.740535149146069	0.992590089127456	0.714678595265323	0.989595955841779	11	0.00443958195120515	NZ_CP028101.1		DHH family phosphoesterase	F. nucleatum	CRC vs Healthy
C7Y58_RS04875	0.383528257945639	0.531902204245511	0.255837973475567	-0.149560761026109	4.3535719720716	-0.0297256787873698	0.485382459146277	0.729016185227483	0.992633712049102	0.706512315523801	0.987852962449983	21	0.00633380358371934	NZ_CP028101.1	atpE	ATP synthase F0 subunit C	F. nucleatum	CRC vs Healthy
I6J55_RS20010	0.665783744646627	0.766055047870069	0.544893799923673	-0.151105737053552	4.33218862322408	-0.027978181901781	0.483573718168675	0.69380668056021	0.992656914974775	0.73318910963174	0.990387361749769	27	0.00436558891868506	NZ_CP069563.1	hisB	bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB	B. fragilis	CRC vs Healthy
I6J55_RS03515	1.28764385038842	1.31759377245214	1.23956383894486	0.0363764310334069	4.0675410440556	0.00798861023053312	0.494593512286926	0.760547637589563	0.992668995688436	0.757984762410486	0.997965042874003	33	0.0119276768422378	NZ_CP069563.1		zinc-dependent metalloprotease	B. fragilis	CRC vs Healthy
C7Y58_RS08700	-0.357371496776064	-0.466303268921855	-0.235894897547564	0.296086821208	4.24034461405917	0.058828458166276	0.470352564500531	0.620927265442009	0.992682564639494	0.59659074462748	0.9798749507265	8	0.0024121728601548	NZ_CP028101.1		YhcH/YjgK/YiaL family protein	F. nucleatum	CRC vs Healthy
C7Y58_RS05505	-0.390258131075352	-0.522194244514472	-0.202269456325072	0.251938369591477	4.16162391331733	0.0486690659689463	0.474358974702856	0.652767803524035	0.99268733503143	0.574382175318921	0.97343561866549	10	0.00119868712682539	NZ_CP028101.1;NZ_CP028101.1		IS3 family transposase	NA	CRC vs Healthy
I6J55_RS15015	-0.0238707361398935	0.023871636604218	-0.0950371095358626	-0.00792252208785538	4.17456908180488	-0.00209679852882463	0.49939927914299	0.739758537264341	0.992688559899898	0.756861256797866	0.991931151454146	14	0.00158345089592984	NZ_CP069563.1		6-bladed beta-propeller	B. fragilis	CRC vs Healthy
