# Pathway	La100_cat_Abundance	La101_cat_Abundance	La102_cat_Abundance	La103_cat_Abundance	La104_cat_Abundance	La105_cat_Abundance	La106_cat_Abundance	La107_cat_Abundance	La108_cat_Abundance	La109_cat_Abundance	La110_cat_Abundance	La111_cat_Abundance	La112_cat_Abundance	La113_cat_Abundance	La114_cat_Abundance	La115_cat_Abundance	La116_cat_Abundance	La117_cat_Abundance	La118_cat_Abundance	La119_cat_Abundance	La120_cat_Abundance	La121_cat_Abundance	La122_cat_Abundance	La123_cat_Abundance	La124_cat_Abundance	La34_cat_Abundance	La35_cat_Abundance	La36_cat_Abundance	La37_cat_Abundance	La38_cat_Abundance	La39_cat_Abundance	La40_cat_Abundance	La41_cat_Abundance	La42_cat_Abundance	La43_cat_Abundance	La44_cat_Abundance	La46_cat_Abundance	La47_cat_Abundance	La48_cat_Abundance	La49_cat_Abundance	La51_cat_Abundance	La52_cat_Abundance	La53_cat_Abundance	La55_cat_Abundance	La56_cat_Abundance	La57_cat_Abundance	La58_cat_Abundance	La59_cat_Abundance	La60_cat_Abundance	La61_cat_Abundance	La62_cat_Abundance	La63_cat_Abundance	La64_cat_Abundance	La65_cat_Abundance	La66_cat_Abundance	La67_cat_Abundance	La69_cat_Abundance	La70_cat_Abundance	La74_cat_Abundance	La75_cat_Abundance	La76_cat_Abundance	La78_cat_Abundance	La79_cat_Abundance	La80_cat_Abundance	La81_cat_Abundance	La82_cat_Abundance	La83_cat_Abundance	La84_cat_Abundance	La85_cat_Abundance	La86_cat_Abundance	La87_cat_Abundance	La88_cat_Abundance	La90_cat_Abundance	La91_cat_Abundance	La92_cat_Abundance	La93_cat_Abundance	La94_cat_Abundance	La95_cat_Abundance	La96_cat_Abundance	La97_cat_Abundance	La99_cat_Abundance	Lasse20_cat_Abundance	Lasse25_cat_Abundance	Lasse9_cat_Abundance
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	23.9675439525	0	9.6473573800	58.3532386295	0	34.2567134994	336.8007351421	79.8519737411	42.9901944650	0	1293.5663728734	57.4089887644	90.1360049669	0	10.1360068752	0	0	50.0355208785	0	0	8.5271847012	21.7458651998	54.4838531125	0	0	0	0	0	22.3896489233	10.1179325298	0	42.6319392233	56.5556975348	55.7468682491	25.4110415433	19.7416084801	64.1594180476	34.7086612404	0	22.3138044000	0	51.3023506230	0	18.8129120620	58.1978410604	187.9826308788	0	68.5948164893	9.3222878356	18.2001843694	0	0	0	168.9523645393	0	33.0657256217	0	63.4728004741	13.0164533459	0	46.2850576011	19.9385825250	0	0	0	0	55.6590916035	0	39.3068295868	9.7248458697	0	0	0	0	0	0	0	0	426.7388114228	77.4874932471	64.5797869643	22.0014492342	0	0
PWY0-1061: superpathway of L-alanine biosynthesis	0	0	0	0	0	0	248.0678611298	14.8081706405	12.1631816456	0	27.2844014491	0	19.0417758210	0	0	0	0	59.2067136231	28.2895642423	0	0	0	0	0	0	0	0	0	0	13.9539003063	0	0	28.4388198105	0	35.9720280558	0	25.5948093232	35.3503978890	0	0	0	0	0	0	0	82.3375321822	0	0	0	0	0	10.1900882112	0	47.0827885939	0	0	0	0	53.3813384887	21.2152852212	0	0	0	0	0	0	0	0	34.6226848564	0	0	0	0	0	0	0	0	0	64.7720173918	0	14.7278720400	0	0	0
PWY0-1221: putrescine degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.9847961381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	54.3558795704	13.6198636193	0	0	0	0	180.5527178542	32.3751541069	44.3263143694	17.7007613324	113.0228552428	0	20.9553559671	0	13.6605685116	8.5071614383	0	30.4930362342	23.2146488709	0	0	0	12.2492868289	0	18.4159123720	0	0	0	0	0	31.5258178606	0	56.4584908911	0	15.1809144976	0	4.7359912321	38.4551217674	0	0	10.3086507473	0	7.7783704706	0	0	125.0799339554	0	0	0	5.3336747446	0	0	0	77.4608235643	0	0	0	0	0	9.7410868191	84.3636108156	9.5516655514	4.4365912909	63.9147158263	0	0	24.1107653787	9.6163448692	0	0	0	0	11.9986290081	0	0	0	13.7280240586	0	0	23.1064534947	31.1727036026	0	0	0
PWY0-1261: anhydromuropeptides recycling I	0	0	0	0	0	0	169.8957070054	10.7224245701	25.8844107943	0	42.9045690179	0	59.8380537643	0	0	0	0	51.6539832448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.9889939503	0	22.0717578899	0	0	38.2820925360	11.9793806814	0	0	0	0	0	14.0371538365	65.0260300102	0	0	0	0	0	0	0	93.7288761308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.2893200939	0	0	0	0	0	0	0	0	123.3791514758	6.3454304953	0	0	0	0
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.1852556225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0937823386	0	0	0	0	0	0	0	0	29.7545521110	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation	67.8789667428	11.5802111109	0	68.4899108793	13.9411159583	154.4065200163	1903.6697916260	49.5027750978	36.4224821459	26.2432119260	1261.5058735592	81.4564256873	349.7500943195	9.9337748344	19.8960030727	14.0979662280	16.1881030190	82.6304859582	128.7461071319	0	45.1085607085	0	32.5037414742	13.6674449057	35.5607571290	8.7565631072	0	18.2234835350	12.5277377121	68.2242306404	198.2597859829	83.7291078445	75.0910878043	21.1692521622	123.5794899580	53.5217122776	54.0051914922	0	26.2679114901	24.5039774380	13.9664905929	76.1567096845	7.7032347447	26.1070775767	16.4918720136	247.3839619559	109.9303784645	32.2130745439	0	0	14.9021628931	0	0	613.7061404226	0	83.0364018959	0	389.9659072752	48.7405642121	87.4143139500	403.2316110643	68.1442767530	0	64.3601147731	0	14.9537767737	48.3417151844	9.4162215692	42.2088051098	0	0	0	0	11.4007776150	0	5.3901697409	0	19.9984469834	5679.7764794144	172.6281920607	161.1929582872	0	10.6313903490	135.5140674247
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	68.8661478730	0	0	0	0	0	491.2959458147	21.2641117661	0	13.9116780791	958.5092272648	56.1348233921	104.7820271743	0	0	7.3647204975	10.5960192232	21.7514142715	26.8434447152	0	22.6146575957	0	0	0	18.4934206924	0	0	0	12.3704883028	26.0140934901	91.3950229039	0	74.3337406431	0	27.3575144699	0	0	0	10.1390726925	0	0	0	0	0	0	130.7486011866	32.0363546906	23.0007586799	0	0	0	0	0	92.0775106162	0	17.0005780807	0	363.7238301967	0	23.3884367556	47.9103811892	0	0	40.5160432027	0	0	34.6169777111	0	28.5428694839	0	0	0	0	0	0	0	0	0	613.0200266345	26.6458519589	32.6604160008	0	8.9369648920	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	19.9265314203	0	8.6565200323	11.3987930747	0	99.3606837179	845.4237944907	70.8577193479	0	11.1927673374	712.6183354219	0	38.3570796190	0	21.4559134385	6.4215280688	0	141.3611507129	86.5122567173	0	0	0	48.2587712810	0	8.7986931099	0	0	0	13.5679714715	0	79.1778625548	0	58.4400227503	0	35.5969786559	12.4245414926	0	0	0	22.0353128220	0	22.1142667084	0	0	0	109.8953466621	34.3290852806	16.4082417250	0	16.3852365169	17.8951461696	0	0	87.5789692450	0	13.9754718230	0	307.4470469390	0	44.8687422051	28.3582229301	0	0	57.8614187401	0	0	10.5175949330	0	34.0888534446	37.5433656427	0	0	0	0	0	0	0	10.5460410352	103.2078986962	30.5247827422	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II	36.4686847279	25.0674012969	33.1430952016	0	0	142.3027952424	3550.8949152430	91.8496402500	42.3610881783	35.4831058230	1115.0484185853	137.2423938083	373.4483809232	0	28.8404445271	9.6177566824	11.6606652951	90.0678597438	84.3726263737	0	6.5765436498	16.4043050616	32.9216583091	15.7869208388	0	37.9816497395	8.7732335347	12.4979708598	25.5860368564	16.8210575143	208.5372992738	83.4309850765	92.3414441058	0	156.5289682472	81.2413837830	78.3453239202	120.2377303124	56.6824071250	26.2428577839	39.5897333825	41.1419176603	6.4368641355	31.8378016713	79.7875669457	283.3792370113	65.2497576657	69.5730460502	29.0239618580	22.7574150404	18.4496000575	0	0	445.7771161574	40.3507606179	27.5221188154	11.9013818757	961.2469302198	48.3227945803	71.5978222795	177.6966609636	0	8.4400858879	107.2122753799	0	9.9044489586	69.7176484374	49.2334121794	126.5312572310	21.2869967652	0	0	18.5836955131	0	18.6802713361	19.2584930645	30.9068540351	18.3418788569	1451.5829201108	235.7655123388	84.9759697178	6.9155543081	8.3221256476	25.0178797418
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0	0	0	0	0	0	306.3295428665	0	22.2316516632	0	0	0	0	0	0	0	0	68.2846737291	0	0	0	0	14.3480726734	0	0	0	0	0	6.5226635288	0	0	9.9799170011	0	0	0	0	0	30.7113407872	0	0	0	0	0	0	0	83.7884683385	0	0	0	0	0	0	17.7845276603	22.9263057124	0	0	0	0	0	8.7439694544	13.8520327782	0	0	0	0	0	0	0	36.3071145969	0	0	0	0	0	17.2503619506	0	0	0	0	0	0	0	0	0
PWY0-1477: ethanolamine utilization	76.7489820220	18.0275329850	0	0	0	91.0969797971	162.2006568584	3.8354140525	53.9081082263	56.1642334763	1010.8275665515	28.4705704941	76.6998168539	27.5592004428	30.7492004173	47.2289467623	16.6250645769	16.9216244898	30.5792313069	21.0415781465	80.0566234219	26.5985216195	136.7743250650	0	18.7101242258	41.5028592923	0	36.7489351117	43.2331763835	30.7039736226	100.5908572577	174.0163677293	95.0490770730	0	205.4271037725	13.8180637247	78.8117426183	181.2101484419	78.5042701411	0	43.1776419879	36.1106988782	29.1215569106	66.2072920660	71.5642303464	119.2371444788	92.8936750633	0	0	63.2121655675	24.5657624057	38.9549853374	0	281.8686035096	24.9687417697	104.7881490289	41.3472394645	762.2087820822	92.1795683257	123.5531984794	18.0949760430	27.9423386508	9.1510100986	46.7752996050	0	0	89.4909423249	0	42.2787917704	49.1686957274	56.9005162582	21.2571605729	21.3227151469	42.5867894114	8.5532669855	21.0520241243	110.2522467088	39.9391421088	338.3211616667	179.2725657299	22.8891952884	7.9335702190	9.7322091206	103.1951055252
PWY0-1479: tRNA processing	34.9533735395	35.6407186269	24.2251903879	0	0	236.5964793050	1907.7445101091	140.2757840178	121.0247165182	0	17.5250990530	0	0	0	0	0	28.8224638779	52.9251762363	65.4938993841	0	0	25.4032562351	42.2173754789	0	0	66.6989388181	0	0	60.7802794466	0	0	0	128.5589292598	0	65.8819686580	38.7954217724	0	63.4907965580	50.0374565310	0	0	29.7463683192	0	0	28.2909827357	604.6880119530	0	0	0	58.5471353552	13.6564448959	21.8680296282	0	147.8491432667	10.4305462635	26.9391374769	0	41.1249840705	0	12.9522627978	21.5044251312	30.7114679804	0	73.5113447103	0	0	36.8110446808	0	0	52.4653380689	0	15.3239921426	14.4448731242	0	0	0	11.4753363220	14.2487070840	147.0511895519	122.5734804029	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	53.7890092939	40.3374915148	26.5367455722	18.9480483241	16.8511422872	34.7092175806	1686.6091872712	85.7253298839	87.2943410103	67.3256519410	2929.4759721117	13.5454858569	139.2214708687	0	0	8.7610677019	0	97.8090179382	67.0737072990	13.2060315439	0	12.3639942377	196.8729517660	0	32.9711836218	0	0	15.7763077781	94.0834343484	26.6086828411	44.0664659378	72.1280303396	241.1797617129	0	63.9077521556	56.5053100545	86.1677605608	146.0433305027	52.5789926640	16.6630123773	45.3957042326	61.2908336433	30.4958437418	34.8507738706	30.5284225316	365.8064131635	0	50.3039644138	0	25.9826066439	36.2872925599	33.5512387258	0	399.4264472807	16.8344317167	76.2013450187	16.9227496611	200.9142867252	33.4129216528	36.4043370080	174.3861297406	8.4346359873	10.4416029391	80.3360781677	0	0	42.3243932731	9.8653552156	146.8199509435	58.6696739336	43.3953972559	30.9860107845	41.5140564047	0	14.1298619023	12.0914802333	39.8125594839	0	3041.4076008756	70.4881391246	20.3571320627	0	0	12.1509410165
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	23.3852500948	15.1884523980	0	144.0186298712	14.3900303345	222.8556333292	2058.7375321045	90.2811365791	55.5148841410	24.6065388291	1321.2179113039	80.4075411561	435.7962719816	24.8017957287	35.6632107271	0	0	53.9319631343	88.0556594145	0	44.3330339313	0	52.3621996445	0	67.1318457091	50.4031584277	0	36.3391074149	0	0	242.6394511664	0	47.9461200284	49.5798509783	213.3209268896	32.9966981841	206.2719150464	0	0	54.1808520369	0	0	0	55.2145143146	105.5751260605	69.7426530228	9.4773559899	41.2477387056	0	0	0	0	0	230.5946640073	22.4370042846	0	0	1093.1100326674	48.8014576574	195.2600794613	286.6901740835	15.2248454282	14.6045470118	51.8952202654	0	0	87.3711407478	0	28.7447887498	17.3024882102	0	18.4646861608	0	0	0	0	14.4190177357	0	811.5044960273	0	26.0201995010	0	38.0773197584	0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	0	13.0288069998	0	0	0	25.8821922338	240.4388246585	61.7540129451	0	0	0	0	19.3831521384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.2266009361	0	0	16.2014679033	0	0	17.9630594458	0	0	26.4996720504	18.1270656037	0	0	229.8089213257	0	0	0	0	0	0	0	58.6047044302	0	0	0	69.2384053840	47.1070269073	0	0	18.9520052484	0	0	0	0	11.6716544447	0	44.2744395082	0	0	0	0	0	0	0	0	0	71.6428675149	0	28.3902775814	0	0	0
PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)	36.7169966848	0	0	0	0	0	29.5497054249	0	0	0	0	0	0	0	0	0	0	7.5511067269	0	0	0	0	0	0	0	0	0	0	42.2825246573	0	24.2365648661	0	31.4949607254	0	15.8461777124	0	0	95.7139408479	10.8084396704	0	21.3607639446	0	0	0	16.5924940825	906.0148872165	0	33.2751683669	0	21.4011828158	0	0	0	66.0411426405	19.3235270317	11.4352431016	0	23.0190207707	0	0	0	0	0	0	0	0	0	0	26.0882352640	27.6462484593	9.6897915691	0	0	0	0	8.4477407532	25.1558530775	0	14.5765587175	0	0	0	0	0
PWY0-42: 2-methylcitrate cycle I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5894063821	0	0	0	10.5036265994	0	0	0	0	0	0	0	0	0	0	0	22.6365619341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-461: L-lysine degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5538868625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2738414284	0	10.3785402615	0	0	0	0	0	0	0	13.2064864690	0	0	0	0	0
PWY0-781: aspartate superpathway	0	0	0	0	0	0	81.9526442109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.2822422725	0	39.6008220017	0	0	0	0	0	0	0	0	0	0	0	0	58.2122929807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	38.0837470319	0	0	22.4594378120	0	49.5343157233	186.5900359280	21.0354239824	26.5072218872	39.8626364312	1446.4550929148	0	60.3526094712	0	0	0	0	41.3974158621	21.0848278084	0	0	19.5636081627	40.2884640092	0	24.9905138736	0	0	0	16.5400126824	15.7801991196	18.7257774798	0	0	0	81.0083083571	15.9441740266	0	0	0	0	0	11.9649988253	0	0	44.5466407509	51.0325916453	18.7828385649	0	0	19.9763632880	0	0	0	115.7660291063	0	123.5270495076	0	221.9390508909	29.9386272794	19.9483261426	148.3100623113	0	38.7163856817	73.5703788811	0	0	20.8470463788	0	94.3790679948	38.6114692173	0	0	0	0	0	0	0	0	2276.7784669494	49.8080674594	39.5228158109	0	0	0
PWY0-862: (5Z)-dodecenoate biosynthesis I	75.6960677176	83.5656886921	94.8907364263	15.5827755691	0	414.3454449908	4471.0998941128	196.6389065663	260.5142294806	46.5612298264	2118.6273301275	52.3168615103	46.1819596117	0	28.6469833884	0	0	195.3496543732	173.5001740454	10.8677264102	41.4999907267	96.3685269962	232.6966453740	0	0	0	0	11.5573682356	234.3486224425	20.7868448812	16.1828649955	84.0443356814	387.1348399479	36.6576468441	48.0040388187	13.1996991609	18.8981008136	23.5673822524	66.9108858441	15.7794391999	26.6269414329	0	64.2845670498	21.0605097258	79.3844359698	891.1464898655	67.5157675233	12.3787185709	22.4991559016	50.0660628119	37.0014625091	37.0754623876	0	495.2453827591	27.7157870668	21.0041431075	11.4655970706	25.6686571638	12.1999228303	90.8345418424	26.7068608849	34.8842608106	47.3335181054	356.1264432560	0	20.1130636094	74.1028225146	21.1748478288	82.5009947515	50.0899287094	0	51.6147430921	13.9597682105	16.9022880592	16.0457954273	0	10.8785254351	0	281.9032008430	274.8955656464	91.9716432646	0	20.6195919470	17.9366625212
PWY1G-0: mycothiol biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3505495529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY1ZNC-1: assimilatory sulfate reduction IV	0	0	0	0	0	0	22.3625299216	0	0	0	0	6.0325881947	0	0	0	0	0	18.7605369314	0	0	0	0	0	0	0	8.2292948908	0	0	0	0	14.5416845461	0	0	0	39.8212120559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.6771664884	0	0	0	0	0	0	12.8636273334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.8962155545	0	0	0	0	0
PWY3DJ-35471: L-ascorbate biosynthesis IV (animals, D-glucuronate pathway)	0	0	0	0	0	0	39.5664077880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4504742750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.5502293664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY3O-4107: NAD salvage pathway V (PNC V cycle)	0	0	0	0	0	0	266.3687665391	0	0	0	975.6218245462	0	0	7.4309072597	0	0	0	0	0	0	0	0	0	0	18.6566344684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8212195331	0	0	0	0	0	0	0	0	29.2207571547	0	0	0	0	0	0	106.4962581022	0	0	0	0	0	0	6.3852525010	0	0	0	0	0	0	0	0	0	0	0	15.0401077219	13.3809429769	0	0	0
PWY490-3: nitrate reduction VI (assimilatory)	0	0	0	0	0	0	45.2068678291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.0903403659	0	0	0	0	0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)	17.1957659710	29.5118197436	14.6253968709	0	0	122.6721114745	1532.2931994552	43.1684470123	37.2163094454	37.2311759812	145.1839513825	14.8769702800	31.5274985853	0	22.9780404759	10.6890623460	12.6096514435	81.7132852397	81.3782619641	0	0	15.6284753568	29.8740300200	0	0	37.3768594369	0	0	32.5462625378	16.9546472096	124.3688942762	39.1455025907	80.4271032110	0	107.4795329319	27.1338833318	51.1310842957	84.6945103911	39.9161798304	24.5460982546	49.8651313384	34.2299708189	8.9986269993	34.4384486230	77.0274404498	163.8580848292	39.8666006714	40.7993148688	6.8897754301	15.9827608802	18.5612152808	0	0	227.3108785433	28.5996486493	35.7761305482	11.4550911518	535.0528686108	0	0	50.2346706162	0	0	59.3564157530	0	0	35.6753468917	21.9997414601	46.5203482763	10.5206285041	0	0	7.8721866496	0	10.1461209763	0	20.3931441565	0	458.5240994636	90.1937616228	22.2414963235	0	0	0
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)	17.1957659710	29.5118197436	14.6253968709	0	0	122.6721114745	1532.2931994552	43.1684470123	37.2163094454	37.2311759812	145.1506196810	14.8769702800	31.5274985853	0	22.9780404759	10.6890623460	12.6096514435	81.7132852397	81.3782619641	0	0	15.6284753568	29.8740300200	0	0	37.3768594369	0	0	32.5462625378	16.9546472096	124.3688942762	39.1455025907	80.4271032110	0	107.4795329319	27.1338833318	51.1310842957	84.6945103911	39.9161798304	24.5460982546	49.8651313384	34.2299708189	8.9986269993	34.4384486230	77.0274404498	163.8580848292	39.8666006714	40.7993148688	6.8897754301	15.9827608802	18.5612152808	0	0	227.3108785433	28.5996486493	35.7761305482	11.4550911518	535.0528686108	0	0	50.2346706162	0	0	59.3564157530	0	0	35.6753468917	21.9997414601	46.5203482763	10.5206285041	0	0	7.8721866496	0	10.1461209763	0	20.3931441565	0	458.5240994636	90.1937616228	22.2414963235	0	0	0
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	46.3775085324	0	0	0	0	0	200.0769811884	4.7747599824	0	15.1750392206	911.0934509067	0	65.3333785148	0	0	0	0	10.7444692825	0	0	0	0	0	0	9.3845172748	0	0	0	0	0	98.1450945359	0	38.1576367335	0	0	0	0	0	0	0	0	0	0	0	0	31.6104600887	0	0	0	0	0	0	0	70.9744077071	0	15.2559535031	0	0	0	21.9696428806	22.3036926125	0	0	43.7530510490	0	0	0	0	0	24.0472572341	0	0	0	0	0	0	0	0	36.9414192687	0	27.1146938653	0	0	0
PWY66-389: phytol degradation	0	0	0	0	20.6746990453	7.1073675706	4.9691905194	15.7272613209	3.3663714258	0	0	0	0	0	0	7.4551241063	0	0	0	0	0	0	0	0	11.9267864385	0	0	0	0	0	24.8297163894	23.0689586128	0	0	0	0	0	0	20.6588271465	0	0	0	0	0	0	31.7623823070	0	0	0	0	0	0	0	62.9989223174	0	0	0	514.1491380679	34.0416370165	0	3.7085881439	0	0	0	0	0	0	10.9837901567	0	14.5224163503	0	0	0	0	0	0	0	0	226.6154701640	0	0	0	0	0
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0	0	0	0	0	0	30.6861487811	0	0	0	73.4225833459	7.2087013254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8255262283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3838442932	0	0	0	0	0	0	0	0	0	0	0	12.7613175413	0	0	0	0	0	0	0	0	15.4511083296	36.0588906173	0	0	0	0	0	0	0	0	0	20.5463966902	17.6959690876	0	0	0	0
PWY66-399: gluconeogenesis III	54.7315020276	0	0	0	0	0	146.9944865752	94.7361924913	143.4112555728	56.6524726377	914.9374544316	101.4151936750	452.4653917952	0	0	0	0	0	0	0	0	30.5488087456	0	0	125.3782265972	0	0	0	0	0	205.8084727889	32.3639934466	0	0	141.9847127966	46.0373237960	114.2843224860	0	36.6039233488	0	0	48.8784187605	0	0	0	0	0	40.7249625757	0	0	0	0	0	388.9153292222	0	0	0	1924.2417410256	44.9730599748	224.3048844922	381.4336188880	0	55.6969477212	281.1435027452	0	56.5005963333	0	0	114.3597236765	0	0	0	0	0	0	0	0	0	496.7228161079	137.1350325095	215.4691649808	39.0413216697	0	30.7082317720
PWY66-409: superpathway of purine nucleotide salvage	0	0	0	0	0	0	1256.9594275576	55.3554015505	0	0	96.2368829370	145.9897922082	78.9547710238	0	0	15.1748612838	0	35.9708743265	65.5791133707	0	0	0	0	26.4603171591	52.8546007274	23.0351313112	0	29.2147573023	0	37.6969677404	0	0	146.0038805025	48.4745595871	65.1684412397	0	0	0	50.6693359788	0	0	0	0	0	41.7342519444	181.9810224741	60.6905984484	66.3081100138	0	0	0	0	0	0	0	0	0	833.0143799573	70.3092806292	0	124.1799022651	0	0	42.3632284804	0	0	81.0464313900	22.6095019167	89.3800709057	0	0	0	0	0	0	0	0	0	1518.1553887256	71.0537697374	0	0	19.7482424274	0
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	296.3083419622	99.5292445601	30.9782254700	256.8434906059	25.5081855557	295.3623746157	6449.7394339329	404.2420802288	321.8170227445	134.3475703935	4230.3450812301	12.2006867153	358.9886460615	0	0	36.9553833880	13.4623402687	230.2508741114	321.3396334167	31.0123112696	102.3831208483	76.2369448211	310.5219176420	14.6016312006	178.5307175113	255.9336798530	56.7837566734	22.2265622547	125.7875715549	10.9987063793	361.8793016610	240.3617122408	414.8229962938	37.8002351204	294.8314610217	106.1848846404	167.8024392058	79.1599104898	100.3447703161	66.6935616691	89.8301495812	72.1033603701	38.2209206282	352.7282861665	346.5311987441	579.9010915888	117.8200033051	37.3804070430	0	29.6469567385	31.6435031115	18.7694373282	38.5465459431	1360.2532808882	8.9725031296	45.2538200562	0	1966.4952932967	31.4333953138	219.5858696788	769.2257292609	41.1078902807	62.4853650495	449.1219004786	25.4414546956	25.9065079495	180.7232562255	84.1502477606	310.2418081975	36.5380935578	0	16.2504525648	8.9485458613	0	49.1765792384	10.5285663383	0	0	10408.8932427281	810.1003385516	131.4366211509	25.9305710500	22.4824666224	0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0	0	0	0	0	0	259.6350967281	0	0	0	272.0464259689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.9342109148	0	0	0	0	0	0	99.8976504896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.9891056427	11.9005716944	0	0	0
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	31.9559640488	0	0	0	0	0	584.1065824551	54.5089514675	55.4667082866	39.6942846931	718.2410842534	54.1013462488	236.0001232757	8.1036858805	0	0	0	28.7955218746	28.2703029404	13.8658338127	17.2307601921	0	47.5723135473	0	21.8365143056	0	0	19.6970220964	0	0	123.2527704064	42.4642186448	17.8821363770	0	50.9377715506	19.4063359378	112.0898371186	45.0302751360	0	32.7331930550	11.8884702224	13.9731097245	17.3370364226	0	55.6313573932	50.8242237535	0	21.9059919920	0	0	0	0	0	303.6112582293	0	55.9224338027	0	782.3255696857	34.8234240545	41.2129366624	144.0573258886	0	0	70.7383666316	0	0	44.6152287824	14.4497974965	109.9286468560	16.2007944813	0	0	0	0	0	0	0	0	1065.5412676387	150.7781969491	32.5572156618	0	0	0
